2011,742,74
2011,730,119
2011,770,414
2011,756,180
2011,744,9
2011,718,11
2011,775,356
2011,761,312
2011,749,311
2011,732,147
2011,723,1
2011,763,304
2011,725,185
2011,711,360
2011,751,229
2011,768,166
2011,739,13
2011,722,112
2011,753,346
2011,767,87
2011,727,5
2011,715,544
2011,741,90
2011,758,389
2011,729,181
2011,772,296
2011,760,390
2011,777,371
2011,708,341
2011,765,312
2011,748,91
2011,776,336
2011,762,395
2011,710,66
2011,750,210
2011,736,13
2011,755,179
2011,738,181
2011,769,72
2011,712,545
2011,743,88
2011,774,260
2011,757,58
2011,717,13
2011,759,73
2011,716,255
2011,733,55
2011,773,323
2011,764,169
2011,747,73
2011,707,331
2011,778,319
2011,709,608
2011,766,167
2011,752,208
2011,726,114
2011,714,228
2011,754,310
2011,771,347
2011,745,72
