2012,809,491
2012,852,1365
2012,752,250
2012,712,1913
2012,726,396
2012,783,778
2012,814,305
2012,714,1038
2012,797,498
2012,757,98
2012,854,1323
2012,745,59
2012,771,295
2012,828,92
2012,759,361
2012,719,48
2012,816,197
2012,802,137
2012,859,609
2012,733,35
2012,790,489
2012,750,227
2012,776,298
2012,833,107
2012,764,626
2012,707,1224
2012,738,597
2012,835,545
2012,795,418
2012,778,297
2012,749,289
2012,709,499
2012,806,411
2012,832,614
2012,792,295
2012,849,834
2012,723,67
2012,780,706
2012,766,636
2012,863,2118
2012,823,273
2012,794,474
2012,754,272
2012,811,111
2012,825,543
2012,785,401
2012,711,1425
2012,768,609
2012,799,337
2012,856,1045
2012,742,204
2012,830,68
2012,730,406
2012,756,166
2012,716,995
2012,813,251
2012,773,278
2012,804,288
2012,861,315
2012,787,446
2012,747,209
2012,844,754
2012,718,214
2012,775,326
2012,761,1052
2012,789,533
2012,772,297
2012,732,103
2012,860,180
2012,820,397
2012,763,1045
2012,791,384
2012,777,307
2012,708,1319
2012,765,1020
2012,725,599
2012,751,264
2012,808,288
2012,739,153
2012,796,266
2012,822,312
2012,782,765
2012,839,48
2012,810,191
2012,770,1239
2012,853,278
2012,753,318
2012,784,560
2012,744,8
2012,841,339
2012,801,502
2012,827,64
2012,727,86
2012,815,419
2012,715,1970
2012,858,303
2012,758,321
2012,769,386
2012,729,613
2012,826,525
2012,786,474
2012,800,216
2012,760,1241
2012,857,442
2012,843,724
2012,743,408
2012,774,245
2012,831,400
2012,817,181
2012,717,212
2012,805,95
2012,862,1366
2012,788,444
2012,748,413
2012,779,646
2012,836,319
2012,762,1240
2012,722,373
2012,819,379
2012,850,304
2012,710,24
2012,736,112
2012,793,531
2012,781,674
2012,807,147
2012,767,382
2012,824,537
2012,855,537
2012,755,171
2012,741,83
2012,838,194
2012,798,439
